,Nc_init,M_init,Nr_init,rtype_init,dtype_init,divide_init,nlin_init,total population_init,staticdif_init,EP_init,dif_init,Cell  Volume_max_init,Cell  Volume_min_init,Cell  Volume_ave_init,Cell  Volume_var_init,Total Chemicals_max_init,Total Chemicals_min_init,Total Chemicals_ave_init,Total Chemicals_var_init,Nc_last,M_last,Nr_last,rtype_last,dtype_last,divide_last,nlin_last,total population_last,staticdif_last,EP_last,dif_last,Cell  Volume_max_last,Cell  Volume_min_last,Cell  Volume_ave_last,Cell  Volume_var_last,Total Chemicals_max_last,Total Chemicals_min_last,Total Chemicals_ave_last,Total Chemicals_var_last
50,400,500,250,random,gradient,True,True,319749.6353892251,2331.575800536922,-789962.1048348987,792293.6806354356,815.3060156997924,782.7619337545659,799.3740884730627,36.93617055434527,1078.5798453593566,200.01181558979755,639.4992707784502,61527.440789700355,400,500,250,random,gradient,True,True,319749.6353892251,2.9396965401247143e-06,263.5964191780266,-263.5964162383301,21754.639036880188,21754.63734163872,21754.638139867384,1.6762162933295554e-07,1807.5628166265124,1714.4030216440863,1740.3710511893905,71.96455968109493
51,100,10,1,random,gradient,True,True,496.0989264259009,0.0002990498762238758,0.47735607543533404,-0.47705702555911017,7.74949133102861,2.1208849751054553,4.96098926425901,1.1265020166418755,55.25356741483021,45.6340407891476,49.6098926425901,10.953032968428277,100,10,1,random,gradient,True,True,496.0989264259009,2.155875279186148e-09,0.6087534078001682,-0.6087534056442929,5.971581995743892,5.970843111613116,5.97118409529473,2.204794040828956e-08,91.04770242658412,29.265191594354203,59.711840952947306,278.49548640707354
52,400,500,400,random,gradient,True,True,324805.20009788126,2383.7656657120833,-813991.2181240831,816374.9837897952,829.0359005190531,794.5594762730088,812.013000244703,40.28385487421775,1099.2597309077307,199.84416030468736,649.6104001957624,64543.85205741884,400,500,400,random,gradient,True,True,324805.20009788126,1.558312401175499e-05,255.05018811377383,-255.0501725306498,22253.14966215662,22253.132940610885,22253.14011379057,2.0711064884922785e-05,1801.6868468389625,1692.9862506363843,1780.2512091032454,66.07410972172082
53,400,100,80,random,gradient,True,True,29071.9726587051,22.525189135297843,-33585.3547692236,33607.8799583589,79.41402190182124,63.99496489528189,72.67993164676275,8.39100836470191,371.3489741250279,210.3051505307155,290.719726587051,2053.8783091807813,400,100,80,random,gradient,True,True,29071.9726587051,2.5512148567941042e-08,11.91633440374799,-11.916334378235842,4148.185292142887,4148.185262651023,4148.1852798267,5.3402230822106156e-11,1678.4109991473501,1630.1649803898515,1659.27411193068,83.71702517597711
54,400,50,40,random,gradient,True,True,12406.584019203374,2.992999657270575,-8577.973408711727,8580.966408368997,36.91348044948799,23.608660330614214,31.01646004800843,3.8905544216503087,291.7670745603126,203.6310166201224,248.13168038406744,616.0893956729201,400,50,40,random,gradient,True,True,12406.584019203374,7.315859311347595e-07,3.1125572629709852,-3.1125565313850543,1927.4917480162646,1927.4863342236572,1927.488681297368,2.024138334080614e-06,1596.0568678640345,1498.8231159761137,1541.9909450378943,219.33293906899672
55,400,10,1,random,gradient,True,True,2137.4424413410425,0.03334070254413575,-433.7223348345559,433.75567553710005,8.139169349765734,2.7397677837742775,5.343606103352607,0.8778717204331133,223.1558354782928,197.9733287482823,213.74424413410432,66.37869271331806,400,10,1,random,gradient,True,True,2137.4424413410425,1.109442348479206e-08,0.21390782806833017,-0.21390781697390668,303.45092098928495,303.45078215496096,303.45085275339466,1.5542655111462944e-09,1228.589594408278,1183.1193230585427,1213.8034110135786,176.65189211548397
56,500,100,80,random,gradient,True,True,40548.7672266979,31.25510570040618,-61885.14069362486,61916.39579932527,88.56046914185069,72.00897911001069,81.0975344533958,7.535783979300584,555.9818964533275,255.92568478980937,405.48767226697896,6657.391787427795,500,100,80,random,gradient,True,True,40548.7672266979,6.212490843608976e-07,14.391051403982035,-14.39105078273295,5651.91896476141,5651.917586853163,5651.91841300761,1.0213563671100411e-07,2869.7672788800264,2797.534832641458,2825.959206503805,182.10313613954142
57,400,30,24,random,gradient,True,True,6919.388250013592,0.6951857706016599,-3191.739255196035,3192.434440966637,22.65426107165307,13.294239555738422,17.29847062503398,2.515177738013127,251.43231690414373,203.94203776361348,230.64627500045307,165.17282062309735,400,30,24,random,gradient,True,True,6919.388250013592,6.913597326274613e-08,1.2029494353359456,-1.2029493661999724,1064.4216147663724,1064.4212080916423,1064.4213710625836,1.1932639193669468e-08,1469.8211648302865,1390.8318361348668,1419.2284947501116,249.51586150687976
58,500,100,10,random,gradient,True,True,40006.58727898376,30.327782552730998,-59309.11759450453,59339.445377057265,88.49880545972351,70.886447243178,80.01317455796753,8.068509471235217,525.9949552581974,260.90673150997765,400.06587278983767,6056.395305266423,500,100,10,random,gradient,True,True,40006.58727898376,3.1961905187927187e-07,14.745481351925497,-14.745481032306445,5445.60266759733,5445.601879128606,5445.602290084331,4.184585839075032e-08,2749.0944603769763,2664.8698947364687,2722.8011450421654,106.79770303902642
59,500,500,400,random,gradient,True,True,501820.57651690335,3230.1389600582943,-1470974.256568832,1474204.3955288904,1022.2698958410446,984.6680301640632,1003.6411530338067,39.49813448192798,1734.6239625300436,256.45992455438994,1003.6411530338067,181624.174199484,500,500,400,random,gradient,True,True,501820.57651690335,5.317484028637409e-07,324.17886581237906,-324.17886528063065,29749.711365122297,29749.71120117666,29749.711285040517,1.6369601861676548e-09,3006.0759700101835,2939.419525408828,2974.9711285040516,84.69877235498127
